"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","he-lazy-image src 2"
"https://www.hepsiemlak.com/izmir-konak-cankaya-kiralik/daire/30758-3035","36","20.000","14-11-2025","Kiralık Daire","Stüdyo","40 m²","32
                        Yaşında","Ara Kat","Minimal Yaşama Uygun, Güzel Ve Kullanışlı Daire...","İzmir / Konak / Çankaya Mah.","https://www.hepsiemlak.com/emlak-ofisi/yatirim-emlak-30758/nurullah-satan-30758","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/5/7/0/3/0/f983f9c7-236b-4335-acc8-55054cbead5c.jpg","Yatırım Emlak",""
"https://www.hepsiemlak.com/izmir-bayrakli-yamanlar-kiralik/daire/54684-4058","59","29.000","14-11-2025","Kiralık Daire","3 +
                          1","135 m²","7
                        Yaşında","8. Kat","Bayraklı Yamanlar Zerrin Hanım Sitesinde 3+1 Kiralık Daire","İzmir / Bayraklı / Yamanlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-altunsu-54684","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/8/6/4/5/0/b6040562-d91e-44df-829b-89dabdd6ee94.jpg","Startkey Altunsu",""
"https://www.hepsiemlak.com/izmir-bayrakli-korfez-kiralik/daire/152002-358","27","37.700","05-12-2025","Kiralık Daire","3 +
                          1","154 m²","4
                        Yaşında","7. Kat","Çiğli Yakakent Mah. Atakent Panorama Sitesi 3+1 Kiralık Daire","İzmir / Bayraklı / Körfez Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-astra-152002/mete-oz-4293778","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Startkey Astra","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/139122-95","51","43.500","28-11-2025","Kiralık Daire","1 +
                          1","75 m²","6
                        Yaşında","5. Kat","Valora Dan Folkart Life Bornova'da Yeni Eşyalı 1+1 Kiralık Daire","İzmir / Bornova / Kazımdirik Mah.","https://www.hepsiemlak.com/emlak-ofisi/valora-gayrimenkul-139122","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Valora Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bornova-ataturk-kiralik/daire/161202-139","26","35.000","19-11-2025","Kiralık Daire","2 +
                          1","140 m²","16
                        Yaşında","3. Kat","İsmet Sezgin Yan Sokağı Full Tadilatlı 140 M2 E.Banyolu Kiralık Daire","İzmir / Bornova / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/turpa-girne-gold-gayrimenkul-161202","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turpa Girne Gold Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bayrakli-manavkuyu-kiralik/daire/35475-7669","60","26.000","03-12-2025","Kiralık Daire","3 +
                          1","125 m²","26
                        Yaşında","4. Kat","Turyaptan! 3+1 110m² Ana Cadde + Merkezi Konum + Fiyat Düştü !!","İzmir / Bayraklı / Manavkuyu Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-bayrakli-temsilciligi-35475","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turyap Bayraklı Temsilciliği","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-bostanli-kiralik/daire/62049-2065","33","40.000","26-11-2025","Kiralık Daire","1 +
                          1","55 m²","6
                        Yaşında","2. Kat","Bostanlı Suat Taşer Açık Hava Tiyatro Sokağında 6 Yaş Binada Yeni Eşyalı 1+1 Otoparklı Kiralık Daire","İzmir / Karşıyaka / Bostanlı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-karsiyaka-dedebasi-kiralik/daire/78476-512","58","32.000","10-11-2025","Kiralık Daire","2 +
                          0","100 m²","6
                        Yaşında","2. Kat","Anadolu Caddesinde Kiralık Önü Açık Cam Balkonlu 2+1 Yeni Daire","İzmir / Karşıyaka / Dedebaşı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-menemen-cumhuriyet-kiralik/daire/125796-1836","23","24.000","05-12-2025","Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","1. Kat","Menemen Cumhuriyet Mh. De Çanakkale Yolu Karşısı 2+1 Lüks Daire","İzmir / Menemen / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-iya-gayrimenkul-125796/coldwell-banker-iya-gayrimenkul-3023407","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker İya Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-foca-ataturk-kiralik/villa/121980-1557","41","40.000","06-11-2025","Kiralık Villa","3 +
                          1","120 m²","30
                        Yaşında","","Ata 35 Emlak Foça Merkez De Müstakil Bahçeli Dubleks","İzmir / Foça / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/ata-35-emlak-121980","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ata 35 Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-menderes-mithatpasa-kiralik/daire/129073-447","21","23.500","24-11-2025","Kiralık Daire","2 +
                          1","90 m²","8
                        Yaşında","Yüksek Giriş","Turpa Sönmezden Kiralık Ptt Yakını Daire","İzmir / Menderes / Mithatpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/turpa-sonmez-129073","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turpa Sönmez","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-torbali-muratbey-kiralik/daire/87149-68","32","28.000","28-11-2025","Kiralık Daire","3 +
                          1","140 m²","1
                        Yaşında","3. Kat","Er Emlaktan Kiralık....Muratbeyde...","İzmir / Torbalı / Muratbey Mah.","https://www.hepsiemlak.com/emlak-ofisi/er-emlak-87149","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Er Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/142618-355","18","22.000","25-11-2025","Kiralık Daire","1 +
                          1","55 m²","5
                        Yaşında","1. Kat","Goldia'dan Kampüs Yakını Konsept Eşyalı Kiralık 1+1 Daire","İzmir / Buca / Kuruçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/goldia-yapi-gayrimenkul-142618","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Goldia Yapı Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-balcova-onur-kiralik/daire/154170-131","50","33.000","14-11-2025","Kiralık Daire","3 +
                          1","135 m²","30
                        Yaşında","Çatı Katı","Balçova Onur Mah. Agora Avm Karşısı 4.Kat 3+1 120m2 Jeotermalli","İzmir / Balçova / Onur Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-saygin-154170","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Saygın","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-adatepe-kiralik/daire/54048-8","23","25.000","24-11-2025","Kiralık Daire","3 +
                          1","140 m²","10
                        Yaşında","2. Kat","Sancak Emlak’tan Adatepe’de Merkezi Konumda Üniversite Yakını Arakat Doğalgazlı 3+1","İzmir / Buca / Adatepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/sancak-insaat-emlak-54048/mirsat-kizilkaya-1016775","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sancak İnşaat Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-menderes-kasimpasa-kiralik/daire/95739-2514","60","25.000","25-11-2025","Kiralık Daire","3 +
                          1","130 m²","20
                        Yaşında","En Üst Kat","İzmir Menderes Merkezde Doğalgazlı Asansörlü En Üst Kat 3+1daire","İzmir / Menderes / Kasımpaşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-foca-mustafa-kemal-ataturk-kiralik/daire/141649-391","31","25.000","27-11-2025","Kiralık Daire","2 +
                          1","85 m²","3
                        Yaşında","Bahçe Katı","Yeni Foça'da Müstakil Bahçeli 2+1 Eşyalı Kiralık Daire","İzmir / Foça / Mustafa Kemal Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwellbanker-style-141649/bulent-ege-3987401","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwellbanker Style","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-seferihisar-akarca-kiralik/daire/21671-6518","28","20.000","01-12-2025","Kiralık Daire","2 +
                          1","90 m²","2
                        Yaşında","2. Kat","A24 Site Emlak Seferihisar Akarca Da Kiralık Daire","İzmir / Seferihisar / Akarca Mah.","https://www.hepsiemlak.com/emlak-ofisi/a24-site-gayrimenkul-danismanligi-21671","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","A24 Site Gayrimenkul Danışmanlığı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-ataturk-kiralik/daire/9521-818","19","23.000","17-11-2025","Kiralık Daire","3 +
                          1","140 m²","18
                        Yaşında","10. Kat","Buca Tınaztepe'de 3+1 Eşyalı Daire","İzmir / Buca / Atatürk Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-bornova-egridere-kiralik/daire/51542-1289","19","12.000","05-12-2025","Kiralık Daire","2 +
                          1","120 m²","16
                        Yaşında","Zemin","Bornova Evka 4 Yanı Kiralık 2+1daire","İzmir / Bornova / Eğridere Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-karsiyaka-inonu-kiralik/daire/9192-731","19","43.000","22-11-2025","Kiralık Daire","2 +
                          1","88 m²","11
                        Yaşında","3. Kat","Soyak Siesta Enerji De Eşyalı 2+1","İzmir / Karşıyaka / İnönü Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-urla-kuscular-kiralik/villa/125876-2822","34","155.000","04-12-2025","Kiralık Villa","4 +
                          1","200 m²","2
                        Yaşında","Bahçe Katı","Urla Kuşçular'da Kiralık Havuzlu, Cennet Bahçeli Lüks Villa","İzmir / Urla / Kuşçular Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-4-125876","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kw Alesta-viya-orsa 4","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/mustakil-ev/2152-8853","34","1.400.000","18-11-2025","Kiralık Müstakil Ev","5 +
                          1","250 m²","20
                        Yaşında","","Alaçatı' Da Tam Müstakil 5+1 Bahçeli Büyük Havuzlu Villa","İzmir / Çeşme / Alaçatı Mah.","https://www.hepsiemlak.com/emlak-ofisi/ege-emlak-2152","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ege Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bayrakli-mansuroglu-kiralik/daire/7044-6852","18","35.000","20-11-2025","Kiralık Daire","3 +
                          1","130 m²","30
                        Yaşında","1. Kat","Ege Emlak'tan Yaşar Üniveristesi Karşısı,Haşim İşcan Cddesi Üzerinde 3+1 Merkezi Sistem Sistem Kal","İzmir / Bayraklı / Mansuroğlu Mah.","","","",""
"https://www.hepsiemlak.com/izmir-cigli-ahmet-taner-kislali-kiralik/daire/57124-591","22","26.000","28-11-2025","Kiralık Daire","3 +
                          1","105 m²","36
                        Yaşında","4. Kat","Evka-2'de Kiralık 3+1 - Doğalgazlı - Deniz Manzaralı Daire","İzmir / Çiğli / Ahmet Taner Kışlalı Mah.","https://www.hepsiemlak.com/emlak-ofisi/gur-kardesler-emlak-57124","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/2/1/7/5/0/394abba8-0ba4-4eea-b0e1-4a2f91c83d40.jpg","Gür Kardeşler Emlak",""
"https://www.hepsiemlak.com/izmir-karabaglar-arap-hasan-kiralik/daire/110036-620","18","21.000","04-12-2025","Kiralık Daire","2 +
                          1","150 m²","30
                        Yaşında","Kot 1","Ünüvar Emlak'tan Atatürk Eğitim Hastanesi Yakını Bahçeli Doğalgazlı 2+1 Kiralık Daire...","İzmir / Karabağlar / Arap Hasan Mah.","","","",""
"https://www.hepsiemlak.com/izmir-bornova-mevlana-kiralik/daire/2011-7917","15","25.000","30-11-2025","Kiralık Daire","1 +
                          1","65 m²","5
                        Yaşında","1. Kat","Eşyalı Ege Üniversitesi Dibinde Doğalgazlı Kiralık Daireler","İzmir / Bornova / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/barka-gayrimenkul-2011","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Barka Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cigli-atasehir-kiralik/daire/95207-687","25","83.000","25-11-2025","Kiralık Daire","3 +
                          1","150 m²","11
                        Yaşında","9. Kat","Mavişehir Modern 1 Sitesinde Kiralık 3+1 Daire","İzmir / Çiğli / Ataşehir Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-city-95207/canan-ann-sen-1980835","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Startkey City","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-semikler-kiralik/daire/71862-1887","25","30.000","22-11-2025","Kiralık Daire","2 +
                          1","85 m²","Sıfır Bina","2. Kat","Sıfır_nergizde_doğalgazlı__izban_ Yakını_2+1 Daire.","İzmir / Karşıyaka / Şemikler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-menemen-ulus-kiralik/daire/164302-3","14","20.000","24-11-2025","Kiralık Daire","1 +
                          1","54 m²","1
                        Yaşında","1. Kat","Menemen Tunç Suite Sitesi Havuzlu Doğalgazlı 1+1 Kiralık Daire","İzmir / Menemen / Ulus Mah.","https://www.hepsiemlak.com/emlak-ofisi/banu-ozgen-gayrimenkul-164302","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Banu Özgen Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-menemen-kazimpasa-kiralik/daire/86526-1708","1","11.000","05-12-2025","Kiralık Daire","2 +
                          1","95 m²","20
                        Yaşında","Zemin","Menemen Kazımpaşada Kiralık 2+1 Zemin Kat Bahçeli Konut Hünkar Emlaktan","İzmir / Menemen / Kazımpaşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-karsiyaka-donanmaci-kiralik/daire/5823-2794","17","42.000","12-11-2025","Kiralık Daire","1 +
                          1","70 m²","3
                        Yaşında","4. Kat","Karşıyaka Çamlık'da Yeni Binada Eşyalı Kiralık Daire","İzmir / Karşıyaka / Donanmacı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-urla-gulbahce-kiralik/daire/113856-741","21","22.000","26-11-2025","Kiralık Daire","1 +
                          1","55 m²","7
                        Yaşında","Bahçe Katı","Urla Gülbahçe De Eşyalı Kiralık Dubleks","İzmir / Urla / Gülbahçe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-karabaglar-doganay-kiralik/daire/66154-2020","24","25.000","19-11-2025","Kiralık Daire","3 +
                          1","110 m²","25
                        Yaşında","4. Kat","Karabağlar/ Yeşilyurt/ Doğanay Mah. Bölgesinde Kiralık 3+1 110m2 Daire Kodu:2020","İzmir / Karabağlar / Doğanay Mah.","https://www.hepsiemlak.com/emlak-ofisi/karaca-emlak-66154","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Karaca Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-fahrettin-altay-kiralik/daire/0-45438919","7","9.500","05-12-2025","Kiralık Daire","3 +
                          1","120 m²","17
                        Yaşında","2. Kat","Öğrenci Ev Arkadaşı Arıyoruz Full Eşyalı Ev","İzmir / Karabağlar / Fahrettin Altay Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-balcova-fevzi-cakmak-kiralik/daire/116952-249","8","35.000","05-12-2025","Kiralık Daire","1 +
                          1","70 m²","4
                        Yaşında","Ara Kat","Balçova Ekonomi Ünv Yakını Eşyalı 1+1 Kiralık Daire","İzmir / Balçova / Fevzi Çakmak Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-karabaglar-bahcelievler-kiralik/daire/25220-2276","24","27.000","04-12-2025","Kiralık Daire","3 +
                          1","115 m²","40
                        Yaşında","En Üst Kat","Özpa - Bahçelievlerde115m2  2 Cepheli Kapıcılı Bakımlı 3+1 Kiralık Daire","İzmir / Karabağlar / Bahçelievler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/41893-1015","24","40.000","04-12-2025","Kiralık Daire","4 +
                          1","140 m²","29
                        Yaşında","7. Kat","Süvari Caddesi,Ege Üni.Hastahane Yakını,Tadilatlı-Kombili Kiralık 4+1daire","İzmir / Bornova / Kazımdirik Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-balcova-onur-kiralik/daire/10374-3915","31","33.000","20-11-2025","Kiralık Daire","3 +
                          1","120 m²","30
                        Yaşında","4. Kat","Kolej Ofis Gay.Full Eşyalı Jeotermalli ɓakımlı  Kiralık Daire","İzmir / Balçova / Onur Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-dumlupinar-kiralik/daire/164037-10","13","17.500","05-12-2025","Kiralık Daire","2 +
                          1","100 m²","6
                        Yaşında","Giriş Katı","Tekdemir Group'tan Nikah Dairesine Yakın2+1 Uygun Kiralık Daire","İzmir / Buca / Dumlupınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/tekdemir-group-yapi-insaat-gayrimenkul-164037/tekdemir-group-4579079","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Tekdemir Group Yapı İnşaat Gayrimenkul","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/izmir-konak-alsancak-kiralik/daire/37033-3939","23","23.000","04-12-2025","Kiralık Daire","3 +
                          1","110 m²","35
                        Yaşında","2. Kat","Fırsat Alsancak 2 Kordonda 3+1 Merkezi Konumda Daire","İzmir / Konak / Alsancak Mah.","https://www.hepsiemlak.com/emlak-ofisi/demet-emlak-37033","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Demet Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-tersane-kiralik/daire/6057-2380","30","30.000","20-11-2025","Kiralık Daire","3 +
                          1","130 m²","30
                        Yaşında","3. Kat","Karşıyaka Tersane Mah. Kiralık Asansörlü Doğalgazlı Ferah Merkezi Arakat 3+1 Daire","İzmir / Karşıyaka / Tersane Mah.","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Class Emlak Alaçatı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cesme-cumhuriyet-kiralik/villa/65747-1616","35","1.600.000","01-12-2025","Kiralık Villa","4 +
                          1","200 m²","5
                        Yaşında","","(s1616) Plaja Yürüme Mesafesi 200 M, Özel Havuz, Bağımsız Villa.","İzmir / Çeşme / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Özkanlar Gayrimenkul Danışmanlığı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-bahcelievler-kiralik/daire/89181-4704","22","25.000","19-11-2025","Kiralık Daire","2 +
                          1","90 m²","40
                        Yaşında","4. Kat","Bahçelievlerde Üçyol Metro Yakını 2+1 80m2 Kiralık Arakat Daire","İzmir / Karabağlar / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/gayrimenkulsan-gayrimenkul-danismanlik-hizmetleri-89181/adnan-ozaydin-1765979","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Gayrimenkulsan Gayrimenkul Danışmanlık Hizmetleri","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bayrakli-mansuroglu-kiralik/daire/76035-248","22","30.000","15-11-2025","Kiralık Daire","2 +
                          1","90 m²","35
                        Yaşında","Zemin","Mansuroglu Metro Bölge Durağına 100 M. Yaşar Üni.150 M.Mesafede Full Eşyali","İzmir / Bayraklı / Mansuroğlu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-konak-kemal-reis-kiralik/daire/30787-1827","19","28.000","30-11-2025","Kiralık Daire","2 +
                          0","79 m²","45
                        Yaşında","Ara Kat","Betonyol Yakını Köşe Kombili Ebeveyn Banyolu Kiralık 2+1 Faturalar Dahil","İzmir / Konak / Kemal Reis Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-ataturk-kiralik/daire/0-45702003","6","14.500","05-12-2025","Kiralık Daire","2 +
                          1","60 m²","7
                        Yaşında","Bodrum ve Zemin","2+1 Klimalı+esyalı Daire","İzmir / Buca / Atatürk Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-bayrakli-postacilar-kiralik/daire/41520-1247","14","32.000","27-11-2025","Kiralık Daire","3 +
                          1","140 m²","25
                        Yaşında","2. Kat","Postacılarda 3+1.Ara Kat.","İzmir / Bayraklı / Postacılar Mah.","","","",""
"https://www.hepsiemlak.com/izmir-foca-mustafa-kemal-ataturk-kiralik/daire/122172-488","14","27.000","21-11-2025","Kiralık Daire","2 +
                          1","85 m²","4
                        Yaşında","Ara Kat","Havuzlu Sitede Esyali Kiralik Daire","İzmir / Foça / Mustafa Kemal Atatürk Mah.","","","",""
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/7700-495","29","30.000","01-12-2025","Kiralık Daire","3 +
                          1","130 m²","21
                        Yaşında","5. Kat","Bornova Süvari Cad. Ara Sokağında Kiralık 3+1","İzmir / Bornova / Kazımdirik Mah.","https://www.hepsiemlak.com/emlak-ofisi/bizim-emlak-7700","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/0/7/7/0/0/2f5af8e9-54d8-4330-8531-2a8f6b6d25ec.jpg","Bizim Emlak",""
"https://www.hepsiemlak.com/izmir-karsiyaka-donanmaci-kiralik/daire/6141-1652","29","32.000","20-11-2025","Kiralık Daire","3 +
                          1","140 m²","40
                        Yaşında","4. Kat","İzmir Karşıyaka Merkez De Kiralık Bakımlı Daire","İzmir / Karşıyaka / Donanmacı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-kozagac-kiralik/daire/63598-309","9","20.000","02-12-2025","Kiralık Daire","Stüdyo","50 m²","6
                        Yaşında","Ara Kat","Arga'dan Buca Üçkuyular Meydanı Yakını Eşyalı 1+1 Kiralık Daire","İzmir / Buca / Kozağaç Mah.","https://www.hepsiemlak.com/emlak-ofisi/arga-emlak-63598","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Arga Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
